PokerStars Tournament #2282505020, No Limit Hold'em
  131: Q0R1 (Germany), still playing
  132: RFN1986 (Brazil), still playing
  133: RMicai (Brazil), still playing
  134: ROSSOge (Georgia), still playing
  135: RTSRTS326 (China), still playing
  136: RadianceTT (China), still playing
  137: Ramsjiekwa (Netherlands), still playing
  138: RealNikNak (Germany), still playing
  139: RehDC (Brazil), still playing
  140: RinatSah (Russia), still playing
  141: RodriDiaz3 (Bolivia), still playing
  142: Roockie4Life (Belgium), still playing
  143: SHUR43 (Russia), still playing
  144: Sasha-yas (Belarus), still playing
  145: Schmitzer1 (Luxembourg), still playing
  146: Schnickser12 (Germany), still playing
  147: SerJoker79 (Ukraine), still playing
  148: Serega-2Tuza (Russia), still playing
  149: Serge_rf95 (Belarus), still playing
  150: Setosun (Germany), still playing
  151: Sh0rty0ne (Russia), still playing
  152: Shemowna (Russia), still playing
  153: Shpoking (Ukraine), still playing
  154: Shukar600 (Russia), still playing
  155: SilAnt (Venezuela), still playing
  156: SirGhi (Romania), still playing
  157: Slava.N258 (Russia), still playing
  158: SomeOfThe... (Russia), still playing
  159: SoulBankroll (Germany), still playing
  160: SoulForMoney (Russia), still playing
  161: Squaw214 (United Kingdom), still playing
  162: Sunday942 (Russia), still playing
  163: T1R0N51 4L (Albania), still playing
  164: TOMM7777 (Estonia), still playing
  165: Teufel 2405 (Germany), still playing
  166: TheDominat0r (Netherlands), still playing
  167: Tjullit (Norway), still playing
  168: ToDD_adept (Belarus), still playing
  169: Tomsuntank (Germany), still playing
  170: TonarZaran (Germany), still playing
  171: UkraineM7 (Ukraine), still playing
  172: Ultimaxxxxxx (United Kingdom), still playing
  173: Uotuk (Russia), still playing
  174: V0t3m4tei (Brazil), still playing
  175: VIPDonVIP (Ukraine), still playing
  176: Valberti (Brazil), still playing
  177: VictoryLifes (Ukraine), still playing
  178: WallyssonSil (Brazil), still playing
  179: WarStreet173 (Germany), still playing
  180: ZIMA^ZIMA 50 (Russia), still playing
  181: ZoZik99 (Poland), still playing
  182: _Miazakii_ (Brazil), still playing
  183: aaaapsouuu (Switzerland), still playing
  184: abcde206 (Germany), still playing
  185: aggrussian (Slovakia), still playing
  186: alberto2285 (Poland), still playing
  187: aleks.buil (Russia), still playing
  188: alexb1403 (Ukraine), still playing
  189: alexei993 (Ukraine), still playing
  190: altynflush (Turkmenistan), still playing
  191: alx greek 13 (Ukraine), still playing
  192: aman_amanek (Kazakhstan), still playing
  193: amuletstar (Moldova), still playing
  194: artega777 (Russia), still playing
  195: assCARDSsin (Russia), still playing
  196: babanaa0522 (Mongolia), still playing
  197: badblatt1961 (Germany), still playing
  198: bayoko111 (Greece), still playing
  199: bergomi (Norway), still playing
  200: bergsøe (Denmark), still playing
  201: bilacwb (Brazil), still playing
  202: bilykoi (Brazil), still playing
  203: birofil (Poland), still playing
  204: blackcat6688 (China), still playing
  205: bluesnow075 (Japan), still playing
  206: bobbym1987 (Slovakia), still playing
  207: bookerApoker (Mexico), still playing
  208: boris271 (Croatia), still playing
  209: bubbled1 (Ireland), still playing
  210: bunescuss (Romania), still playing
  211: charlesley (China), still playing
  212: chucknor7 (Romania), still playing
  213: colin7001 (Poland), still playing
  214: coolart008 (Russia), still playing
  215: crawfish667 (Germany), still playing
  216: cristyminer (Romania), still playing
  217: cvetelina80 (Bulgaria), still playing
  218: cycloid_1 (Ukraine), still playing
  219: dat2773 (Russia), still playing
  220: dealmaker102 (Russia), still playing
  221: denisk3333 (Germany), still playing
  222: derboss1790 (Germany), still playing
  223: desatavio (Brazil), still playing
  224: dimon231287 (Ukraine), still playing
  225: diopos1234 (Greece), still playing
  226: dk.gg-storm (Russia), still playing
  227: dsprinceana (Romania), still playing
  228: duamneajuta (Romania), still playing
  229: eduardoamigo (United Kingdom), still playing
  230: ek1geos (Sweden), still playing
  231: elbaas (Germany), still playing
  232: endii1 (Poland), still playing
  233: enzooo333 (Ukraine), still playing
  234: eraser936 (Germany), still playing
  235: eretik (Russia), still playing
  236: esdras108 (Brazil), still playing
  237: fanetopor85 (Romania), still playing
  238: fbpeke (Norway), still playing
  239: feokl999 (Kyrgyzstan), still playing
  240: flexi1201 (Germany), still playing
  241: flogor22 (Mexico), still playing
  242: fraerok1992 (Ukraine), still playing
  243: frannie3724 (Canada), still playing
  244: gannibal77 (Russia), still playing
  245: gena60 (Ukraine), still playing
  246: geroi truda (Ukraine), still playing
  247: getricha (Netherlands), still playing
  248: goldenboy#36 (Germany), still playing
  249: gonomebroke (United Kingdom), still playing
  250: gordon.ha (Germany), still playing
  251: hdahalk (Russia), still playing
  252: hecke74 (Germany), still playing
  253: heteli (Russia), still playing
  254: hilkata66 (Bulgaria), still playing
  255: hodg13 (United Kingdom), still playing
  256: holtender1 (United Kingdom), still playing
  257: iPlayer1987 (Russia), still playing
  258: irina26x (Russia), still playing
  259: irux98 (Romania), still playing
  260: ivanskiy777 (Ukraine), still playing
  261: jader braga (Brazil), still playing
  262: janitis13 (Latvia), still playing
  263: jannis2323 (Germany), still playing
  264: joki032 (Serbia), still playing
  265: jorgethiago (Brazil), still playing
  266: joure29 (Netherlands), still playing
  267: jppinheiiro (Brazil), still playing
  268: justluck87 (Romania), still playing
  269: kaoskaj21 (Norway), still playing
  270: kasapa633 (United Kingdom), still playing
  271: katso_vs (Ukraine), still playing
  272: killer_pro_z (China), still playing
  273: king123777 (Brazil), still playing
  274: koenigente (Germany), still playing
  275: kosham (Ukraine), still playing
  276: koshmar66613 (Ukraine), still playing
  277: krass1970 (Russia), still playing
  278: kygodeep (Ukraine), still playing
  279: leandro bast (Argentina), still playing
  280: leopold121 (Ukraine), still playing
  281: lestat2014 (Romania), still playing
  282: ljubisa86 (Bosnia and Herzegovina), still playing
  283: loczkinson (Poland), still playing
  284: looser.o.v [2] (Romania), still playing
  285: losion (Russia), still playing
  286: lshuping (China), still playing
  287: magos1701 (Greece), still playing
  288: marcob84 (Germany), still playing
  289: markbookman (Latvia), still playing
  290: mathewholdem (Belarus), still playing
  291: max1k84 (Russia), still playing
  292: maximshal (Ukraine), still playing
  293: maxkako (Brazil), still playing
  294: mda_ok... (Belarus), still playing
  295: medshark1 (Romania), still playing
  296: meyong2012 (China), still playing
  297: mezei350 (Romania), still playing
  298: mihaivoiedod (Romania), still playing
  299: multikung (Sweden), still playing
  300: muzonas222 (Lithuania), still playing
  301: nazargen (Ukraine), still playing
  302: noVatoAA69 (Mexico), still playing
  303: nordwolf27 (Bulgaria), still playing
  304: nuraya86 (Kazakhstan), still playing
  305: odatilos (Brazil), still playing
  306: oleg555577 (Russia), still playing
  307: only_one13 (Russia), still playing
  308: opacuritiba (Brazil), still playing
  309: otar_odessa (Ukraine), still playing
  310: owlie45 (Sweden), still playing
  311: paokaki77 (Greece), still playing
  312: pascalaualin (United Kingdom), still playing
  313: pashtet07011 (Russia), still playing
  314: patrickbocsa (Romania), still playing
  315: paulinhoo988 (Germany), still playing
  316: pd2410 (Vietnam), still playing
  317: pee5i (Germany), still playing
  318: peppe1972 (Germany), still playing
  319: peps58 (Brazil), still playing
  320: perch10.01 (Russia), still playing
  321: philong1 (Switzerland), still playing
  322: phips1212 (Austria), still playing
  323: pokerziecha (Latvia), still playing
  324: polypope1 (United Kingdom), still playing
  325: rEaL-NieLs (Germany), still playing
  326: radik448 (Russia), still playing
  327: region76.rus (Russia), still playing
  328: renatich (Russia), still playing
  329: rf.3718 (Romania), still playing
  330: rgghiro20 (Romania), still playing
  331: riupalace07 (Germany), still playing
  332: rompa63 (Germany), still playing
  333: sanchez16ru (Russia), still playing
  334: sernyr2002 (Russia), still playing
  335: shentik78 (Bulgaria), still playing
  336: sidrocc2 (Germany), still playing
  337: sp4zie (Sweden), still playing
  338: strangetla (United Kingdom), still playing
  339: struggla (Germany), still playing
  340: sugery (Hungary), still playing
  341: sulumor1 (Germany), still playing
  342: suxnsax (Denmark), still playing
  343: takanotagyn (United Kingdom), still playing
  344: tarno1989 (Romania), still playing
  345: tdarabant (Hungary), still playing
  346: technofaust (Ukraine), still playing
  347: tobiasm84 (Germany), still playing
  348: tom_degetzel (Romania), still playing
  349: v KALI v (Poland), still playing
  350: v7vesna (Russia), still playing
  351: vcr0502 (United Kingdom), still playing
  352: vefkin36 (Finland), still playing
  353: vental111 (Ukraine), still playing
  354: vitvoj (Latvia), still playing
  355: vlpokerist (Russia), still playing
  356: wanderer550 (Netherlands), still playing
  357: wen2018 (China), still playing
  358: wspapee (Romania), still playing
  359: xF1Ox (Taiwan), still playing
  360: xXZuDaXx (Brazil), still playing
  361: xbelieverx (Finland), still playing
  362: yannick270 (Belgium), still playing
  363: ykos14 (Russia), still playing
  364: zero.tilt13 (Greece), still playing
  365: zicko1234 (Norway), still playing
  366: zimin10 (Ukraine), still playing
  367: zocker 37 (Germany), still playing
  368: zuma_brasil (Brazil), still playing
  369: ©oBe©Tu[HeT] (Russia), still playing
  370: Ìvar Ragnarsson (Germany), still playing
  371: ollikahn23 (Germany), 
  372: edible-cakes (United Kingdom), 
  373: darksoulang (Poland), 
  374: staho1 (Bulgaria), 
  375: gleys (Germany), 
  376: looser.o.v (Romania), 
  377: Musake85 (Germany), 
  378: wolfzar (Ukraine), 
You finished the tournament (eliminated at hand #186249799768).


