PokerStars Tournament #2281698050, No Limit Hold'em
  117: Jonty40 (United Kingdom), still playing
  118: Journaliit (Russia), still playing
  119: JuicyWojtek (Germany), still playing
  120: KKrushed (Bulgaria), still playing
  121: KOHb_blr (Belarus), still playing
  122: KTheGreat1 (Belgium), still playing
  123: KULAJDROPSA (Poland), still playing
  124: Kaboom111 (Latvia), still playing
  125: Kanzler111 (Germany), still playing
  126: Karuna78 [2] (Switzerland), still playing
  127: Kazeev S.S. (Russia), still playing
  128: Kidpokercuz1 (United Kingdom), still playing
  129: Komartynen (Russia), still playing
  130: KudriShop (Russia), still playing
  131: KïmmySchmïdt (Netherlands), still playing
  132: LIGOPSIXIS78 [2] (Greece), still playing
  133: LLucky_AA_ (Ukraine), still playing
  134: Lady-Giegie (Germany), still playing
  135: Laito_009 (Russia), still playing
  136: LakiSraKi (Georgia), still playing
  137: LauGarAce (United Kingdom), still playing
  138: Leoandre97 (Brazil), still playing
  139: Lokram (United Kingdom), still playing
  140: LuckyLocker (F.Y.R.O.M), still playing
  141: MDM160775 (Russia), still playing
  142: MZL444 (Russia), still playing
  143: M_CLARK_007 (United Kingdom), still playing
  144: Marcin133z (Poland), still playing
  145: Marvelousss (Brazil), still playing
  146: MarwinCZ01 (Germany), still playing
  147: Matthew.2578 (Netherlands), still playing
  148: Maxwell991 (Austria), still playing
  149: MegaMarc1 (Netherlands), still playing
  150: Mikus again (Latvia), still playing
  151: Monster_Sccp (Brazil), still playing
  152: MoshiMoshi84 (Netherlands), still playing
  153: MrWilliams87 (Germany), still playing
  154: Mr_Bobofruit [2] (Poland), still playing
  155: Mroq (Germany), still playing
  156: NIKOLAY610 (Belarus), still playing
  157: Nadal7777 (Serbia), still playing
  158: Nasty9394 (Russia), still playing
  159: Nervous Mike (Sweden), still playing
  160: Nevessss (Brazil), still playing
  161: Nicolai5115 (Moldova), still playing
  162: Nightrise889 (United Kingdom), still playing
  163: Nilf2603 (Poland), still playing
  164: Noobladonk [2] (United Kingdom), still playing
  165: NáNíJúKó (Netherlands), still playing
  166: OkObOkO (Bulgaria), still playing
  167: Olis2 (Norway), still playing
  168: Originallyy (Brazil), still playing
  169: P3AT_88 (Germany), still playing
  170: PTO.Viejo.82 (Costa Rica), still playing
  171: P_OVIDIU_L82 (Romania), still playing
  172: PegPowler (United Kingdom), still playing
  173: Phanatichoe (Germany), still playing
  174: Phytolacca (Germany), still playing
  175: Pikem4N77 (United Kingdom), still playing
  176: Pilatinhio [2] (Belgium), still playing
  177: PkrMn13 (Ecuador), still playing
  178: PokaBen23 (Germany), still playing
  179: Pokerdevil40 [2] (Netherlands), still playing
  180: Poochka3 (Canada), still playing
  181: Puketzii (Finland), still playing
  182: Pulya1999 (Kazakhstan), still playing
  183: Py6u_6a6/\o (Russia), still playing
  184: R0m1k2 (Estonia), still playing
  185: RTSRTS326 (China), still playing
  186: Rarquino (Brazil), still playing
  187: Razor_cyBACK (Cyprus), still playing
  188: Regusinas33 (Lithuania), still playing
  189: Ricee&Beaans (Brazil), still playing
  190: RigoletoBr (Brazil), still playing
  191: RobelW (Poland), still playing
  192: Rocknroll710 (Bulgaria), still playing
  193: Rumoruka (Russia), still playing
  194: Rusianspirit (Russia), still playing
  195: Rustam308 (Turkmenistan), still playing
  196: S1M16 (Germany), still playing
  197: SHAPKA4444 (Russia), still playing
  198: SOUFODAMS (Brazil), still playing
  199: SPT_RICH (United Kingdom), still playing
  200: SVTamada (Ukraine), still playing
  201: Sandinh0 (Norway), still playing
  202: SebbyzZ (Romania), still playing
  203: SebiMarl (Germany), still playing
  204: Seltsamermann (Russia), still playing
  205: SendouHunter (United Kingdom), still playing
  206: SiaGGal01 (Russia), still playing
  207: SilentWil (Germany), still playing
  208: SittingHund (Switzerland), still playing
  209: Sjaaakiii (Belgium), still playing
  210: SkolePresten (Norway), still playing
  211: SnowmanTony (Belgium), still playing
  212: Somilie (Russia), still playing
  213: Sondrelie (Norway), still playing
  214: Sonik2010 [2] (Russia), still playing
  215: Spartan735 (United Kingdom), still playing
  216: StYogi (Norway), still playing
  217: StackBeast1 (United Kingdom), still playing
  218: SvenCalls (Malta), still playing
  219: Svetalina (Russia), still playing
  220: TakeUrPills (Slovakia), still playing
  221: Tarver05 (Belarus), still playing
  222: Tfete (Poland), still playing
  223: Th3K1nGx (Netherlands), still playing
  224: The Kaiser (Germany), still playing
  225: TimetoTimo (Germany), still playing
  226: TroyJones [2] (Canada), still playing
  227: V1ru$69 (Germany), still playing
  228: Vamos_VfB (Germany), still playing
  229: Van4es3033 (Russia), still playing
  230: Vitali227 (Russia), still playing
  231: W_WSOP_ W (Cyprus), still playing
  232: WayBeyondYou (Germany), still playing
  233: Weischi (Germany), still playing
  234: Xman$pirit (Romania), still playing
  235: Ysjah (Netherlands), still playing
  236: Zareta (Brazil), still playing
  237: Zet-King (Russia), still playing
  238: Zezea2003 (Moldova), still playing
  239: Zooom44 (Germany), still playing
  240: Zéééh (Brazil), still playing
  241: acumen plus (Canada), still playing
  242: ad.adriano (Brazil), still playing
  243: adamswiezy [3] (Poland), still playing
  244: adevofficial (Norway), still playing
  245: adrrian1989 (Poland), still playing
  246: alencarfu (Brazil), still playing
  247: alenka.kha (Russia), still playing
  248: amassiatar (Germany), still playing
  249: amergin888 (Ireland), still playing
  250: andd21 (Russia), still playing
  251: andreygt77 (Russia), still playing
  252: andytiby (Romania), still playing
  253: anjuli777 (Germany), still playing
  254: antc7777 (Germany), still playing
  255: ao05kkn (United Kingdom), still playing
  256: arkolino (Brazil), still playing
  257: artbizarroTA [3] (Brazil), still playing
  258: arthurect10 (Brazil), still playing
  259: assa4444 (Russia), still playing
  260: atlhawk [2] (Poland), still playing
  261: baSt!414 [2] (Germany), still playing
  262: bachus85 (Poland), still playing
  263: badbeat996 (United Kingdom), still playing
  264: balbo8404 (Poland), still playing
  265: batschi79 [2] (Germany), still playing
  266: bayernconny (Germany), still playing
  267: belladonia (Belgium), still playing
  268: beny05 (United Kingdom), still playing
  269: bg0512 (Austria), still playing
  270: big_baur88 [3] (Kazakhstan), still playing
  271: bikense (Brazil), still playing
  272: bizerris (Brazil), still playing
  273: bl1ndgr1nder (United Kingdom), still playing
  274: bobonk2000 (Germany), still playing
  275: bomberis47 [2] (Lithuania), still playing
  276: bosi111 (Romania), still playing
  277: branimirski (Denmark), still playing
  278: brigada117 (Bulgaria), still playing
  279: bubbaloo2 (Belgium), still playing
  280: c0rl30n3_89 (Romania), still playing
  281: c4rtm4n-1 (Poland), still playing
  282: c_aguiar [2] (Brazil), still playing
  283: camba_jichi (Bolivia), still playing
  284: ccssee1706 (Russia), still playing
  285: cearapoker26 (Brazil), still playing
  286: chiek 16 (Greece), still playing
  287: chocho773 (Bulgaria), still playing
  288: chudy095 (Poland), still playing
  289: classicrun (Netherlands), still playing
  290: cocosh21 (Romania), still playing
  291: costea.mc (United Kingdom), still playing
  292: cusack782 (United Kingdom), still playing
  293: cws33 (Brazil), still playing
  294: dandinamo (Romania), still playing
  295: deldarios (Denmark), still playing
  296: dinamas (Belarus), still playing
  297: dizlike (Russia), still playing
  298: dontcry4ur$ [2] (United Kingdom), still playing
  299: drinho2pac (Brazil), still playing
  300: drunken.sp (Brazil), still playing
  301: dstRR (Bulgaria), still playing
  302: dude1980 (Austria), still playing
  303: eduximi (Brazil), still playing
  304: eehhO (Germany), still playing
  305: ellocoferasi (Brazil), still playing
  306: escabofildo (Brazil), still playing
  307: ev=ev=bully [2] (South Korea), still playing
  308: fRenk1 EV+ (Belarus), still playing
  309: fash1kk (Belarus), still playing
  310: fecorbacho (Brazil), still playing
  311: finnkos (Russia), still playing
  312: fm_strategy (Romania), still playing
  313: gabgo (Germany), still playing
  314: germanok (Russia), still playing
  315: gggenya (Russia), still playing
  316: giegie888 (Germany), still playing
  317: gloom42 (Lithuania), still playing
  318: good2gooo (Canada), still playing
  319: grigorq77 (Poland), still playing
  320: grobel (Poland), still playing
  321: gugalondon (United Kingdom), still playing
  322: guleiscreme (Germany), still playing
  323: hakuuuna (Croatia), still playing
  324: hardwood0129 (Hungary), still playing
  325: herr-pauli (Austria), still playing
  326: hownorez (Austria), still playing
  327: humria (Brazil), still playing
  328: husaabstr (Russia), still playing
  329: iampot (Canada), still playing
  330: ickata_9 (Bulgaria), still playing
  331: igrok 5979 (Russia), still playing
  332: ildar0365 [2] (Turkmenistan), still playing
  333: imichi (Austria), still playing
  334: immoscout (Switzerland), still playing
  335: instructore (Romania), still playing
  336: ivanaoo (Switzerland), still playing
  337: j.BoSCO.c (Canada), still playing
  338: jackuvia1 (Ireland), still playing
  339: janiszeib (Ireland), still playing
  340: javiermilan (Chile), still playing
  341: jcmspoker (Brazil), still playing
  342: jeffkabal (Brazil), still playing
  343: jeniaoo7 (Russia), still playing
  344: jimboykay [2] (Canada), still playing
  345: jjeszek (Ireland), still playing
  346: jjjsen (Germany), still playing
  347: jonathankun7 (Brazil), still playing
  348: jonsim91 (Germany), still playing
  349: juanmapoker1 [2] (Argentina), still playing
  350: jule44ka (Russia), still playing
  351: jusgivithere (Canada), still playing
  352: kabreiro (Brazil), still playing
  353: kagor82 (Russia), still playing
  354: kales63rus (Russia), still playing
  355: karamba1111 (Russia), still playing
  356: karolistakas (Lithuania), still playing
  357: knav3lt (Lithuania), still playing
  358: kostelo (Russia), still playing
  359: krousmenos46 (Cyprus), still playing
  360: kyo30313 (South Korea), still playing
  361: l Oberon l (Hungary), still playing
  362: larimar47 (Dominican Republic), still playing
  363: lazer.leha (Ukraine), still playing
  364: lexx955 (Russia), still playing
  365: lezlat [2] (Morocco), still playing
  366: lhadie27 (Austria), still playing
  367: lime711 (Romania), still playing
  368: lsp pest (Brazil), still playing
  369: lu.brands (Brazil), still playing
  370: luckybas7ard (Romania), still playing
  371: lukass3055 (United Kingdom), still playing
  372: lumpiiiii (Germany), still playing
  373: lyod009 (Belarus), still playing
  374: mabu16 (Germany), still playing
  375: majestix64 (Germany), still playing
  376: mao042 (Russia), still playing
  377: marcin3270 (Poland), still playing
  378: marquinhosss (Brazil), still playing
  379: mauzinf (Brazil), still playing
  380: maxfocus2007 (Romania), still playing
  381: menkofff (Bulgaria), still playing
  382: mi777 (Russia), still playing
  383: milennial (Bulgaria), still playing
  384: miroslav76 (Slovakia), still playing
  385: mogro840 [2] (Netherlands), still playing
  386: mr.Leka89 (Russia), still playing
  387: mrs-slick555 (United Kingdom), still playing
  388: mvg 2010p (Russia), still playing
  389: naka_floripa [3] (Brazil), still playing
  390: nanque (Argentina), still playing
  391: nemo sapim (Brazil), still playing
  392: nik77grom (Russia), still playing
  393: noiie (Switzerland), still playing
  394: nokadrian (Germany), still playing
  395: nonicknameforme (Romania), still playing
  396: noobieeeeee (Austria), still playing
  397: oll0dun (Brazil), still playing
  398: olleggi (Russia), still playing
  399: ostapov77 (Ukraine), still playing
  400: patasss (Argentina), still playing
  401: patriotmonte (Ukraine), still playing
  402: picizorr (Romania), still playing
  403: pitinho1987 (Belgium), still playing
  404: plstarshine (Germany), still playing
  405: pochatok (Russia), still playing
  406: pologe (Russia), still playing
  407: qnko84 (Bulgaria), still playing
  408: qqir (Switzerland), still playing
  409: rajpif (Romania), still playing
  410: religioved (Russia), still playing
  411: rhjdfnm2002 (Russia), still playing
  412: rubensfig (United Kingdom), still playing
  413: rüdiger88488 (Germany), still playing
  414: s0noT1mid0 (Poland), still playing
  415: sammaliy (Ukraine), still playing
  416: sasanga91 (Greece), still playing
  417: satanislav66 (Slovakia), still playing
  418: seculin (Germany), still playing
  419: sejmajneim (Poland), still playing
  420: serggorelyi7 (Russia), still playing
  421: serk85 (Russia), still playing
  422: sidiney505 (Brazil), still playing
  423: simsim1968 (Bulgaria), still playing
  424: sirreee (Norway), still playing
  425: smileypc (Denmark), still playing
  426: smily1208 [2] (Switzerland), still playing
  427: sombrero21 (Brazil), still playing
  428: soson23 (Romania), still playing
  429: steam2340 (South Korea), still playing
  430: stevenpotvin [2] (Canada), still playing
  431: stylegames (Denmark), still playing
  432: superman4222 (China), still playing
  433: surover (Russia), still playing
  434: takesync (Germany), still playing
  435: tamer75 (Brazil), still playing
  436: tatar-kyzy (Russia), still playing
  437: taur19 [2] (Estonia), still playing
  438: tbenny96 (Canada), still playing
  439: tennisi58 (Russia), still playing
  440: theispoker (Brazil), still playing
  441: themacine90 (Romania), still playing
  442: tibbwee [2] (Sweden), still playing
  443: tigger777115 (Russia), still playing
  444: tikoth (Armenia), still playing
  445: tobias-barta (Brazil), still playing
  446: tolisap (Greece), still playing
  447: tompt0303 (Germany), still playing
  448: tomsos1 (Germany), still playing
  449: tuborg123456 (Belgium), still playing
  450: vandoreiss (Brazil), still playing
  451: veruda02 (Croatia), still playing
  452: victorumfis (Romania), still playing
  453: vido4ekk (Russia), still playing
  454: vitoullis (Cyprus), still playing
  455: vodkanr1 (Germany), still playing
  456: vova vovkin (Russia), still playing
  457: w@lly78 (United Kingdom), still playing
  458: waverider101 (Germany), still playing
  459: wayniac08 (Norway), still playing
  460: wernyak (Russia), still playing
  461: wilbral (Brazil), still playing
  462: wlady.a (Chile), still playing
  463: wrawras (Brazil), still playing
  464: wtxpower (Romania), still playing
  465: xJustAwesome (Germany), still playing
  466: xbullionx (Slovakia), still playing
  467: xorepa (Brazil), still playing
  468: xxLammbockxx (Germany), still playing
  469: xxxAYADxxx (United Kingdom), still playing
  470: z0z1 (China), still playing
  471: zapa003 (Germany), still playing
  472: zornig (Germany), still playing
  473: zorro1602 (Romania), still playing
  474: zufo16 (Croatia), still playing
  475: ollikahn23 (Germany), 
  476: nickgolf72 (Ireland), 
  477: Uavinmeon (United Kingdom), 
  478: LuziusLupus (Austria), 
  479: Aco_Zeko (Croatia), 
  480: König0227 (Germany), 
  481: MPSuper (United Kingdom), 
  482: mattiek1 (United Kingdom), 
  483: ildar0365 (Turkmenistan), 
  484: AntonGreat (Ukraine), 
  485: Renè26 (Denmark), 
  486: spekkie622 (Netherlands), 
  487: JarD-ListA (Chile), 
  488: BlackFourz (Mexico), 
  489: Paulada007 (Brazil), 
  490: somfingfishy (United Kingdom), 
  491: jumper234 (United Kingdom), 
  492: GenDosing (Russia), 
  493: ratmirptbl (Russia), 
  494: tibbwee (Sweden), 
  495: smede97 (Denmark), 
  496: big_baur88 [2] (Kazakhstan), 
  497: encodefx [2] (United Kingdom), 
  498: !HR4C_ROKU (Austria), 
  499: pon0chka (Russia), 
  500: kwyzhibluff (Faroe Islands), 
  501: 1578Poker (Austria), 
  502: serb60 (Germany), 
  503: BYLY TOM HU [2] (China), 
  504: SCOOOOP23 (United Kingdom), 
  505: 1XtraVert (Russia), 
  506: csbambi (Germany), 
  507: Barza18 (Romania), 
  508: ExtremeX (Norway), 
  509: Pepoich [2] (Russia), 
  510: goldstar1844 (Chile), 
  511: BBouwke (Netherlands), 
  512: arvin073 [2] (Netherlands), 
  513: lrogova (Russia), 
  514: 0Unbeaten0 (Norway), 
  515: CabeçaJones (Brazil), 
  516: btombeur (Belgium), 
  517: nudnii tip (Russia), 
  518: frostbite27 (Poland), 
  519: Amstel-BV (Netherlands), 
  520: aj1719 (Russia), 
  521: RagztoRiches (United Kingdom), 
  522: herllondavid (Brazil), 
  523: pikkuAAsi (Finland), 
  524: maunl88 (Austria), 
  525: N4kai (Poland), 
  526: frygg (Belarus), 
  527: MrFootwear (Ecuador), 
  528: elch35 (Austria), 
  529: Pokerdevil40 (Netherlands), 
  530: Jiagengacy (China), 
  531: hoggiman577 (Germany), 
  532: dontcry4ur$ (United Kingdom), 
  533: pesuth (Hungary), 
  534: Goon-Rider (Germany), 
  535: ana.kola (Russia), 
  536: ALLILS (Brazil), 
  537: Scorpionsoul (Belgium), 
  538: SkoryyV (Russia), 
  539: laurentiu_sv (Ireland), 
  540: Belinda20 (Sweden), 
  541: JFV888 (Canada), 
  542: TroyJones (Canada), 
  543: copih23 (Romania), 
  544: jimboykay (Canada), 
  545: marx1109 (Estonia), 
  546: naka_floripa [2] (Brazil), 
  547: Ozot79 (Greece), 
  548: hyperpoker1 (Hungary), 
  549: bertos24 (Cyprus), 
  550: Index24 (Germany), 
  551: Aaronlin (Taiwan), 
  552: XpucToH (Bulgaria), 
  553: wolfrich (Germany), 
  554: chilichilikirk (United Kingdom), 
  555: c_aguiar (Brazil), 
  556: Kraynovich (Russia), 
  557: ItsWayneman (Germany), 
  558: Attillah (Estonia), 
  559: lider1907 (Russia), 
  560: Pilatinhio (Belgium), 
  561: SultanSulei1399 (Kazakhstan), 
  562: Karuna78 (Switzerland), 
  563: sergio_rf198 (Russia), 
  564: forfit49 (South Africa), 
  565: HaBaKKuK1966 (United Kingdom), 
  566: batschi79 (Germany), 
  567: Anemary8 (Romania), 
  568: juanmapoker1 (Argentina), 
  569: BrunsonsKid (Austria), 
  570: Svergun_irk (Russia), 
  571: Hachmoulox (Morocco), 
  572: bomberis47 (Lithuania), 
  573: |Chompiras|0 (Brazil), 
  574: adamswiezy [2] (Poland), 
  575: kvaliteet (Estonia), 
  576: LEGENDKING (Ireland), 
  577: Xywark (Croatia), 
  578: Caporegim (Romania), 
  579: ev=ev=bully (South Korea), 
  580: ivedanutZ (United Kingdom), 
  581: Carlos_die_I (Germany), 
  582: truelies_74 (Austria), 
  583: Kosoblanka50 (Russia), 
  584: ReallyAlex (Russia), 
  585: big_baur88 (Kazakhstan), 
  586: xxlnase (Germany), 
  587: StritFlasch (Belarus), 
  588: kevindelucci (Brazil), 
  589: Pepoich (Russia), 
  590: D3vilF1sh999 (Norway), 
  591: edi alves (Brazil), 
  592: Turner_1255 (Netherlands), 
  593: bumbabba (Germany), 
  594: grotlas (Ireland), 
  595: peterswellma (Ireland), 
  596: Audrius2010 (Lithuania), 
  597: medved15 (Russia), 
  598: Sonik2010 (Russia), 
  599: biztrip (United Kingdom), 
  600: ichikegi (Bulgaria), 
  601: Raiku88 (Netherlands), 
  602: phsantos66 (Brazil), 
  603: artbizarroTA [2] (Brazil), 
  604: arvin073 (Netherlands), 
  605: J. Dreissig (Brazil), 
  606: ketti948 (Bulgaria), 
  607: pvd94 (United Kingdom), 
  608: BlowFish76 (United Kingdom), 
  609: doughbrum (Brazil), 
  610: machighlander (United Kingdom), 
  611: taur19 (Estonia), 
  612: encodefx (United Kingdom), 
  613: lezlat (Morocco), 
  614: atlhawk (Poland), 
  615: mercury7077 (Canada), 
  616: kikoo07 (Slovakia), 
  617: Jarmcdonald (United Kingdom), 
  618: BYLY TOM HU (China), 
  619: ignat-grigor (Russia), 
  620: olez777999 (Ukraine), 
  621: Chipfreak_85 (Norway), 
  622: Noobladonk (United Kingdom), 
  623: mastasef (Belgium), 
  624: arcax99 (Armenia), 
  625: baSt!414 (Germany), 
  626: TorstenD (Germany), 
  627: maziero61 (Brazil), 
  628: shiby_one (Switzerland), 
  629: mogro840 (Netherlands), 
  630: gooquid (Germany), 
  631: artbizarroTA (Brazil), 
  632: artem_61_tan (Russia), 
  633: GruntD (Belarus), 
  634: adamswiezy (Poland), 
  635: LIGOPSIXIS78 (Greece), 
  636: stevenpotvin (Canada), 
  637: AKCAMIT (Belarus), 
  638: EuroSpieler (Germany), 
  639: naka_floripa (Brazil), 
  640: wtlobo (Brazil), 
  641: tomnelz1 (Brazil), 
  642: sooner118 (Austria), 
  643: aleksei 420 (Russia), 
  644: smaranda00 (Romania), 
  645: littlebadnes (Canada), 
  646: awr_and (Russia), 
  647: smily1208 (Switzerland), 
  648: symplethings (Canada), 
  649: Mr_Bobofruit (Poland), 
You finished the tournament (eliminated at hand #185387971959).


